URL,Location,Sale_Type,Description,Agents
https://www.barfoot.co.nz/property/rental/manukau-city/golflands/house/11017540,"12 Els Close, Golflands","$690 per week, available now","Recently Renovated 3-Bedroom House in Golflands!

*** To register for viewings please click on ""book a viewing time"" on the Barfoot website, enter your contact details and you will automatically be updated when viewing times are available ***

This recently renovated 3-bedroom, 1-bathroom home in the heart of Golflands offers comfort, convenience, and a welcoming environment for both families and pet owners.

Key Features:
- 3 Spacious Bedrooms – Perfect for family living
- 1 Bathroom – Fully updated with quality finishes
- Pet Friendly – Pets are welcome here!
- Outdoor Spaces – Enjoy a cozy backyard and front yard, ideal for relaxation or entertaining
- Additional Storage – Extra storage space in the roof area for your convenience
- Excellent School Zone – Zoned for Botany Downs School and Our Lady Star of the Sea School, offering great educational options for families

The Property is in a very quiet and private area while still being in a prime location close to shopping centres, parks and local amenities.

Don’t miss out on making this beautiful Golflands property your new home!

Available - 10/03/2026

Move in Costs:
Rent - $690.00
Bond - $2,760.00
Total - $3,450.00

No smoking allowed.

Pets considered on request.
A pet bond may be required if the landlord consents to one or more pets being kept at the Property.

Feel free to view the property from the roadside, however please do not enter the property under any circumstances unless you are with a Barfoot & Thompson agent. When arriving for viewing please park on the roadside and do not park on the driveway.

For more info please call/text:
Office - 09 535 8762
Bhavna - 027 271 1339

For further listings, please refer to the link below
http://www.barfoot.co.nz/Branches/howick/Rentals

Landlords:
Barfoot and Thompson Howick offers Rental Appraisals, Casual Letting and Full Property Management Solutions. Please give Bhavna a call today to discuss your Property Management.

Beware of scams! Barfoot and Thompson do not ask for any money to paid upfront for our properties until after you have viewed by a staff member who will be wearing I.D and travel in a sign-written vehicle and completed our application form. If you are the successful applicant, we will provide you with a tenancy agreement and clear instructions on what money you are required to pay and when. If unsure, please give us a call or pop into our branch and see us in person.

Read more",Bhavna Reid : 027271 1339
https://www.barfoot.co.nz/property/rental/manukau-city/hill-park/unit/20000009,"4/11A Tomlinson Street, Hill Park","$450 per week, available now","2 bedroom unit in handy location (Water & lawns included in rent)

Nice and cosy, this newly renovated two bedroom unit is the end unit of a block of four and is in a very nice neighbourhood.
This light and sunny property has 2 bedrooms, family bathroom and open plan living with a heat pump to keep you warm in the winter and cool in the summer.
**Water and lawns are included in the rent**

*Pets considered upon request*

Please DO NOT park in the driveway when attending viewings.

Please feel free to view the property from the roadside. Do not enter the property under any circumstances

YOU NEED TO VIEW THE PROPERTY BEFORE WE ARE ABLE TO PROCESS YOUR APPLICATION.

To arrange a viewing for this property, please register your details online. You will then be notified when a viewing becomes available or if there is one scheduled.

To speed up the application process you can fill out an application online before you come to the viewing.



YOU NEED TO VIEW THE PROPERTY BEFORE WE ARE ABLE TO PROCESS YOUR APPLICATION.

Beware of scams! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle.

***To register for viewings please click on ""book a viewing time"" on the Barfoot & Thompson website, enter your contact details and you will automatically be updated when viewing time is available***

For further listings please refer to link below
http://www.barfoot.co.nz/Branches/manurewa/Rentals

If you have any further questions regarding the property please contact the office on 09 266 7091.

PLEASE NOTE: You MUST REGISTER for a viewing so we can keep you up-to-date on the status of the inspections and property. Inspections may be cancelled if there are no attendees registered or confirmed.

Read more",Denise Paretovich : 027431 9527
https://www.barfoot.co.nz/property/rental/manukau-city/pakuranga/house/17003808,"136 Edgewater Drive, Pakuranga","$675 per week, available now","3 bedroom available immediately

*** Please register online at barfoot.co.nz for available viewing times ***

This freshly painted 3 bedroom home is available immediately. Original, re-varnished timber floors throughout.
Featuring 1 bathroom with vanity, shower & bath. Separate toilet.

Open plan kitchen and dining area. Laundry located in the kitchen with back door access to the garden. There is plenty of space to start your own vege garden as well as 2x garden/storage sheds.

Large lounge with working fireplace and double door access to a small verandah.

Situated next to reserve land offering a pleasant outlook and close to great amenities.

2x off street parkings.
No smoking.

School zoned for: Pakuranga Intermediate & Edgewater College.

Move in costs as follows:
2 weeks rent = $1350
4 weeks bond = $2700
TOTAL = $4050.00

For more info please contact: Brooke
b.clarke@barfoot.co.nz
027 836 2814

You are welcome to view the property from the road side. Please do not enter the property under any circumstances unless you are with a Barfoot & Thompson agent.

When arriving for a viewing please park on the roadside and do not park in the driveway.

***To register for viewings please click on ""book a viewing time"" on the Barfoot & Thompson Howick website. Enter your contact details and you will automatcially be updated when a viewing time is available***

For further listings, please refer to the link below:
http://www.barfoot.co.nz/Branches/howick/Rentals

Read more",Brooke Clarke : 027836 2814
https://www.barfoot.co.nz/property/rental/manukau-city/pakuranga/house/32002774,"2/13 Latham Avenue, Pakuranga","$560 per week, available now","Cozy 2 Bedroom Home - Great Location

This cozy, quiet and private two bedroom house is situated in the heart of Pakuranga and is only a stone's throw away from Pakuranga Plaza, schools, Supermarket, transportation and easy motorway access.

Well-maintained, low-maintenance property is in this incredibly convenient pocket of the city are always in demand so be quick as it wont last long!! Lawns are mowed on a fortnightly basis and is included in the rent

Two bedrooms provide accommodation and are complemented by generously-proportioned living areas, one separate bathroom and one separate toilet and a functional kitchen.
Main living space that opens up to a secure deck with a well maintained garden and shed for your convience.

In addition, this home also has a ventilation system, along with a heat pump - providing year-long comfort - warmth in winter / cool in summer.

Property does not have a garage however does come with storage, car port and a large garden shed.

Please register online and book yourself in for a viewing time using the automated system. If no times are posted, please register anyway and you will be advised as soon as arrangements have been made and/or updated as necessary.

Office hours are 8.30am to 5.00pm Monday to Friday

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D, business cards with photo and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person

Read more",Valentin Schiff : 027404 5807
https://www.barfoot.co.nz/property/rental/manukau-city/wattle-downs/townhouse/11023806,"13C Southview Place, Wattle Downs","$670 per week, available now","Perfect Fit!

This is your chance to secure an brand-new home without the brand-new price tag! We've found the most affordable 3-bedroom, 2.5-bathroom home on the market in this growing location.

Key Features You'll Love:

Unbeatable Price: Seriously, the cheapest in the neighbourhood for a comparable new build
3 Spacious Bedrooms: Plenty of room for the family, guests, or a dedicated home office.
2.5 Modern Bathrooms: Two full bathrooms (including an ensuite) plus a convenient guest powder room downstairs. No morning queues.
Single Internal Access Garage: Secure parking and dry entry straight into your home—a massive convenience.

Barfoot & Thompson does not ask for money in emails without undertaking the full application process, checks and tenancy agreements being drawn up. Payment can be made at a branch or to our BNZ account supplied inside the tenancy agreement. If you are unsure if a request is legitimate, please phone the branch and check with the Property Manager.

Please feel free to view the property from the roadside. Do not enter the property under any circumstances.

YOU NEED TO VIEW THE PROPERTY BEFORE WE ARE ABLE TO PROCESS YOUR APPLICATION.

To arrange a viewing for this property, please register your details online. You will then be notified when a viewing becomes available or if there is one scheduled.
To speed up the application process you can fill out an application online before you come to the viewing.

If you have any further questions regarding the property please contact:
Moneeta - 0274319623
Swati - 0273757957
Branch - 09 298 7977.

Read more",Moneeta Prasad : 027431 9623
https://www.barfoot.co.nz/property/rental/manukau-city/weymouth/house/11013225,"67 Waimahia Avenue, Weymouth","$680 per week, available now","Brick & Tile Beauty

Discover your dream single-level home situated nearby to Waimahia Park, and boasting a spacious piece of land near the waterfront reserve.

Nestled in an appealing cul-de-sac within the Weymouth village neighbourhood, this home offers an idyllic lifestyle. Positioned with a picturesque view of the Waimahia inlet, it promises privacy, security, and a host of enticing extras.

This residence features 3 generously-sized bedrooms, including a master bedroom with an ensuite, plus a main bathroom and a separate toilet. The spacious dining area seamlessly connects with the living space, extending outdoors to a well-appointed paved and decked entertaining area. The secure and expansive backyard is perfect for both gardening enthusiasts and children at play. To top it off, an internal access double garage adds to the convenience.

Take leisurely strolls to Weymouth Park and the inlet, or indulge in the beauty of the waterside walkway with its serene views. This is where you'll fall in love with daily walks around the delightful estuary.

Move in cost
4 weeks rent as bond
1 week rent in advance

Read more",John He : 027616 1394
https://www.barfoot.co.nz/property/rental/north-shore-city/albany/apartment/11024355,"506/3 Rose Garden Lane, Albany","$620 per week, available now","Easy Apartment Living in the Heart of Albany

1 bedroom plus study (could be kids single bedroom) apartment in Central Albany. This well-presented home is very sunny and warm with a north-easterly aspect which allows sun to stream in all day making it light and bright.
The bedroom has a balcony off it which is great to sit out on on and enjoy the morning coffee.
The kitchen comes with dishwasher, fridge and microwave oven and is well laid out for easy living.
There is an office room as well which is internally located.
The bathroom has a shower, no bath.
Laundry is conveniently hidden away in a hallway cupboard with washing machine.
This home is safe and secure with key code entry.
Comes with 1 allocated parking space underground.
Just minutes walk to Westfield Mall, Schools, Massey University is just down the road, North Harbour Stadium is across the road, Park and Ride is a few minutes walk as well.
Just so handy to so much!
Ideally suit, singles, couples or a family of 3 at most
Go to https://virtual-tour.ipropertyexpress.com/vt/tour/ef33dbfe-4bc1-4ddf-afcd-ee190d291cf9 to see virtual tour

Available NOW

Money due on signup
2 weeks rent in advance
4 weeks bond.

Please book online for a viewing - don't phone

Read more",Russell White : 027572 2622
https://www.barfoot.co.nz/property/rental/north-shore-city/beach-haven/house/11023708,"1/43 Brigantine Drive, Beach Haven","$695 per week, available now","Pet-friendly family home in the heart of Beach Haven – ready for you to move in!

This well-presented home offers comfortable living with plenty of space for the whole family.

Property features include:
-Three bedrooms
-Separate kitchen, living and dining areas
-Handy office nook – perfect for working from home
-Carport for off-street parking
-Large, fully fenced backyard, ideal for kids and pets

A great opportunity to secure a home in a popular location. Get in touch to arrange a viewing.

COSTS to move in: X2 weeks rent in advance, & 4 week's bond.

Read more",Holly Costello : 027248 6789
https://www.barfoot.co.nz/property/rental/papakura-district/takanini/house/20002414,"1/17 Berwyn Avenue, Takanini","$520 per week, available now","Spacious 3 Bedroom unit in Takanini

Spacious 3 bedroom unit with single Garage located on Berwyn Ave, Takanini.
Fully fenced section and low maintenance grounds.
Heat pump installed for year round comfort. Compliant with the current healthy homes standards.

Conveniently located within minutes of Takanini Village, train station, motorways and local shops.

**Pets considered upon request**

Please feel free to view the property from the roadside. Please respect the current resident's privacy and do not enter the property under any circumstances.

Please DO NOT park in the driveway when attending viewings.

YOU NEED TO VIEW THE PROPERTY BEFORE WE ARE ABLE TO PROCESS YOUR APPLICATION.


Beware of scams! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D and travel in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

***To register for viewings please click on ""book a viewing time"" on the Barfoot & Thompson website, enter your contact details and you will automatically be updated when viewing time is available***

For further listings please refer to link below
http://www.barfoot.co.nz/Branches/manurewa/Rentals

If you have any further questions regarding the property please contact the office on 09 266 7091.

PLEASE NOTE: You MUST REGISTER for a viewing so we can keep you up-to-date on the status of the inspections and property. Inspections may be cancelled if there are no attendees registered or confirmed.

Read more",Denise Paretovich : 027431 9527
https://www.barfoot.co.nz/property/rental/rodney-district/coatesville/house/11019003,"86 Screen Road, Coatesville","$2,700 per week, available 12th March","Luxury Living in the Heart of Coatesville

Property on the Market for Sale - Periodic Tenancy only - If sold and new owner requires vacant possession, owner will offer 2 months free rent before settlement (Vacate date)

Boasting 6 bedrooms and 5 bathrooms, this expansive home is perfect for families of all sizes. With 2 lounges, a massive laundry room, and an open plan dining and entertaining area, there is plenty of space to relax and unwind.

The solid brick 591sqm home offers breath-taking rural views, providing a serene backdrop for your daily life. Four concrete 22500 litre water tanks ensure that you'll always have an ample water supply.

Located just a stone's throw away from Albany Mall, this property offers the convenience of city living with the privacy and seclusion of a rural retreat.
The triple garage provides ample parking for your vehicles.

Pets by consent
Tenants to maintain grounds
NO GRAZING
Available NOW.

Money due upon signup:
2 weeks rent in advance
4 weeks bond.


Read more",Russell White : 027572 2622
https://www.barfoot.co.nz/property/rental/rodney-district/huapai/house/11015891,"3a Raymond Grace Avenue, Huapai","$595 per week, available now","2 Bedroom plus garage

To view this property please use the link below.
https://www.barfoot.co.nz/property/rental/rodney-district/huapai/house/11015891This is a lovely modern and spacious minor dwelling.

This is attached to the main house but still offers privacy and quiet.

It has a big open plan kitchen dining and lounge, the kitchen has loads of storage.

The laundry is in the bathroom.

Two sunny double bedrooms

There is a single garage.

Don't miss the opportunity to live in this warm and sunny property



Read more",Jenny Rollinson : 027431 9486
https://www.barfoot.co.nz/property/rental/rodney-district/pakiri/house/61002095,"1092 Pakiri Road, Pakiri","$575 per week, available now","Stunning cottage

*More photos to come*

Don’t miss out on this fantastic opportunity to secure a tidy and well-presented home that truly is a little gem.

This property features 2 comfortable bedrooms and 1 bathroom, along with a separate lounge providing a cozy space to relax. The open-plan kitchen and dining area creates a welcoming hub of the home, perfect for everyday living and entertaining.

Set on a flat, fully fenced section, the property offers privacy and plenty of usable outdoor space.

You’ll also love the double garage, which includes an extra office/storeroom—ideal for working from home, hobbies, or additional storage.

Homes like this don’t last long. Get in quick and secure this property.

Read more",Teryn Harrison : 021425 181
https://www.barfoot.co.nz/property/rental/rodney-district/red-beach/house/11023657,"33 Pohutukawa Avenue, Red Beach","$680 per week, available now","Near new cottage with views

To ensure your viewing of this property, you must register your details. To register your details, simply visit www.barfoot.co.nz/11023657 and click the 'Book a Viewing' button.

Near new 2-bedroom cottage with stunning estuary views. 2 good sized bedroom. Lounge featuring open living/ dining (with fireplace and heatpump) that opens out to a good sized deck, and is located just a stone's throw away from Orewa beach, restaurants, scenic walkways and cycle paths.
Nice private garden that is gated and fenced , with parking for 2 cars.

Move in costs: 4 weeks bond + 1 week rent in advance.

Pets will be considered on request.
Please note a pet bond may be required if the Landlord consents to one or more pets being kept at the property.

Please do not enter the grounds without permission.

Beware of scams! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person.


Read more",Toni Elliott : 021620 329
https://www.barfoot.co.nz/property/rental/rodney-district/stanmore-bay/apartment/11022616,"108/17 Link Crescent, Stanmore Bay","$540 per week, available now","Stylish Two Bedroom Apartment

***Brand new carpets and a fresh coat of paint***

Stylish two bedroom apartment in the heart of Whangaparaoa. Walk to shops, cafe's, cinema, doctors and public transport. Even the beach is within walking distance.

The apartment has all the modern conveniences you'd expect with a dishwasher, wastemaster and common satellite dish.

Carpark, CCTV, swipe card access and lifts. There is also casual parking for guests.

Water is included in rent.
Pets By Consent

Read more",Matt Newton : 027393 6099
https://www.barfoot.co.nz/property/rental/rodney-district/stanmore-bay/townhouse/11016711,"31 Mata Lane, Stanmore Bay","$670 per week, available now","Stylish Townhouses

Located in the heart of Stanmore Bay, these townhouses combine lifestyle, comfort, and practicality, making everyday living a breeze.

The ground floor living is seamlessly integrated with the stylish kitchen, and decorated in warm neutral tones. Sliding doors extend out to a private outdoor zone, perfect for a morning coffee or BBQ's with friends.

A double bedroom and guest WC is located on this level, while upstairs are two more bedrooms, including a master with ensuite, a family bathroom and a well-appointed laundry space combined with a hot water cupboard for added convenience.

Parking is located right outside your door and there is additional visitor parking in the complex.

Pets may be considered.

Rent: $670
Bond: $2,680

Read more",Gareth Morgan : 021505 349
https://www.barfoot.co.nz/property/rental/rodney-district/stillwater/house/11013987,"63 Worsnop Way, Stillwater","$1,350 per week, available now","Fabulous 5 bedroom family home

A fabulous family home, solidly constructed of rendered brick with triple garaging plus workshop and a large concrete area which will accommodate at least 12 cars. This 3.6710ha (just over 9 acres) fully fenced picturesque block is tucked away in a private position with the most fabulous vistas and stunning sunsets.

The well presented home has been cleverly designed and built to comfortably accommodate a family with three bedrooms plus a generous master including an ensuite and walk-in, open plan living, dining and kitchen area, media room and or possible 5th bedroom, family bathroom and separate guest facilities. The fabulous granite kitchen with open plan dining and living with inbuilt gas heating, offers excellent indoor/outdoor flow to entertaining and 6 fully fenced paddocks and large flat garden area.

In addition there is a 200 sq mt 5 bay 3 door modern shed with its own driveway access, cattle yards and ponds to reflect the spectacular sunsets across the horizon.

Close to East Coast Beaches, Silverdale and Albany.

Pets ok.

Read more",Denise Zhu : 027839 3298
https://www.barfoot.co.nz/property/rental/rodney-district/taupaki/house/11022505,"37 Taupaki Road, Taupaki","$520 per week, available now","Cute one bedroom

To view this property, please use the link below to register
https://www.barfoot.co.nz/property/rental/rodney-district/taupaki/house/11022505

Discover the charm of this private, two-story one-bedroom cottage, designed for serene living.

This property is a haven for someone with a passion for gardening, featuring an abundant array of mature fruit trees and established vegetable gardens.

The light-filled, open-plan ground floor seamlessly integrates the living, dining, and modern kitchen areas. Upstairs, you will find the generously proportioned master bedroom and a well-appointed bathroom, complete with both a shower and a bath.

Practicality is assured with a fully fenced perimeter, a designated carport, and additional off-street parking.


Read more",Jenny Rollinson : 027431 9486
https://www.barfoot.co.nz/property/rental/rodney-district/taupaki/house/11023832,"75A Hunter Road, Taupaki","$550 per week, available now","Peaceful Living with Rural Views

Enjoy the best of both worlds with this private two-bedroom home, perfectly positioned to soak up uninterrupted views over open farmland.

Featuring a spacious open-plan kitchen and lounge, the home is finished in modern, neutral colours that create a light and welcoming feel throughout. Both bedrooms are well-proportioned, and the bathroom is tidy and functional.

Step outside onto the large deck, the ideal spot for morning coffee or evening unwinding while taking in the tranquil rural outlook. A carport provides convenient off-street parking, and the property’s private setting offers a sense of escape while still being within easy reach of town.

Property features:
-Two bedrooms
-Spacious open-plan kitchen & living
-Modern colour scheme
-Bathroom
-Carport
-Large deck with farmland views
-Private, peaceful setting

If you’re looking for a home that offers space, privacy and a relaxing rural outlook, this one is well worth a look.

Unable to view in person? Check out our 3D virtual tour and apply to rent this property by clicking ""Apply Online"".

Rent $550 per week
Bond $2,200.00
Total Move in Costs $2,750.00

Read more",Chanelle Fenton : 027431 9480
https://www.barfoot.co.nz/property/rental/waitakere-city/glen-eden/house/11024363,"4 Capricorn Place, Glen Eden","$650 per week, available 12th March","Three-Bedroom House Ready to Become Your Home

Warm, welcoming, and well laid out, this three-bedroom home offers practical living with generous space inside and out.

Property Features:
- Three well-sized bedrooms
- Open-plan living and dining area with a functional fireplace
- Family bathroom plus separate toilet
- Separate laundry room
- Garden shed for additional storage
- Spacious exterior section
- Two car park spaces

Prime location, short drive from Glen Eden Train Station, public transport, schools and local shops.

A fantastic opportunity for those seeking comfort, functionality, and room to grow.

Total Move-In Costs:
2 weeks’ rent in advance
4 weeks’ bond
*Rent per week includes WATER and LAWNS


*Pets under consideration and to be approved by Body Corp.
If approved, a pet bond of 2 weeks' rent applies per pet.

Book a viewing online: https://www.barfoot.co.nz/property/rental/waitakere-city/glen-eden/house/11024363



Landlords Barfoot & Thompson can also help you to manage your rental property professionally. Contact Sonia Martinez on 027 298 3083 for more details.

***************
Beware of scams! Barfoot and Thompson do not ask for any money to paid upfront for our properties until after you have viewed by a staff member who will be wearing I.D and travel in a sign-written vehicle and completed our application form. If you are the successful applicant, we will provide you with a tenancy agreement and clear instructions on what money you are required to pay and when. If unsure, please give us a call or pop into our branch and see us in person.


Read more",Sonia Martinez : 027298 3083
https://www.barfoot.co.nz/property/rental/waitakere-city/henderson/townhouse/11023706,"B/28 Pinedale Place, Henderson","$780 per week, available now","Brand new architecturally designed terrace house situated in Henderson

Brand new architecturally designed terrace house situated in Henderson, which offering 4 bedrooms and 2.5 bathrooms, within a great central West Auckland location.

Amenities include West City Shopping & Commercial centre, local shops, restaurants & Waitakere Library are all handy. It is also close to Kaikoura Reserve. Easy access to State Highway 16 motorway.

VIEWING: Interested in viewing this property? Please register your details via the Barfoot & Thompson website and click on BOOK A VIEWING.

Read more",Joey Cao : 027288 6986
https://www.barfoot.co.nz/property/rental/waitakere-city/henderson/unit/11024481,"1/42 James Laurie Street, Henderson","$600 per week, available 12th March","Polished, Private & Perfectly Modern!

Tucked away for total peace of mind, this charming two-bedroom gem is the perfect urban hideaway. It beautifully pairs intimate, cozy living spaces with the convenience of modern living.

Key features include:
- Two well sized bedrooms
- Modern kitchen and bathroom
- Generous backyard space
- Patio for social gatherings
- Internal garage and laundry
- Fully fenced

Contact us today to arrange a viewing – this one won’t last long!

Move In Costs:
First Week's Rent = $600
Bond = $2,400
Total = $3,000

No smoking inside.

Read more",Braydon Taiapa : 027278 6687
https://www.barfoot.co.nz/property/rental/waitakere-city/henderson/unit/39001759,"1/12A Keeling Road, Henderson","$520 per week, available now","2 Bedroom Unit with Courtyard

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Keeling Rd calling,

Well looked after unit in a central location.

Open plan Kitchen and living area,
Two Double bedrooms,
Separate laundry,
Carport

A lovely home tucked away, just off Keeling Road, down a landscaped driveway you need to be quick to secure this home!

Inviting home features lounge, dining and kitchen all open plan.

With Henderson Mall only approximately 10 minutes away offering supermarkets and all shops and eateries needed makes this a prime location. Walking distance to Henderson High School and Buses pass Henderson Valley Rd for quick transport access.

Available Date – NOW
Suitable for a maximum of 3 tenants.
No smokers allowed.

$520.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $2080.00
- 2 x week rent in advance = $1040.00
TOTAL: $3120.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39001759

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://www.2apply.co.nz/login?ReturnUrl=%2FForm%3FagentId%3DBT-39%26uniqueId%3D39001759

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",Tracey Boyle : 027298 4982
https://www.barfoot.co.nz/property/rental/waitakere-city/massey/house/42000735,"1/12 Benchmark Drive, Massey","$600 per week, available now","Close to shops, extra storage

This property is available from 7 March 2026.

Please book your preferred viewing time via link provided. https://www.barfoot.co.nz/branches/west-harbour

If no suitable times are available, ensure you register at the bottom of the listing, you will then be automatically notified of any changes, updates or future viewings.

The property offers three bedrooms, a family bathroom combined with laundry, modern kitchen and spacious living area with heat pump, plus a seperate storage room at the back.

Pets considered on request
A pet bond may be required if the landlord consents to one or more pets being kept at the property.

Conveniently located within walking distance to Royal Heights shops, and just a short drive to the motorways and NorthWest Shopping Centre.

Beware of scams:
Barfoot & Thompson will never ask for money upfront until you have viewed the property inside and out with a staff member. Our staff will always carry I.D. and travel in a sign-written vehicle. A full tenancy agreement will be provided and signed before any money is collected.
If you are unsure, please visit our branch in person. We are not currently advertising on Facebook Marketplace.

Read more",Sophie Sun : 0273032 789
https://www.barfoot.co.nz/property/rental/waitakere-city/new-lynn/apartment/27000825,"1101/20 McCrae Way, New Lynn","$450 per week, available now","With Views and More!

Here is your perfect situation: a well equipped and beautifully presented apartment, positioned right in the heart of New Lynn. Here you will only be a quick elevator trip down to a huge range of cafe's, restaurants, LynnMall, Health New Lynn, the public library, New Lynn train station and so much more. This lock-up and leave apartment is ideal for busy professionals who just want to come home at the end of the day and relax.

Situated on the 11th floor, this apartment sits high and proud, and is ideal for those wanting low maintenance living without having to compromise on modern conveniences.

Here you will have one spacious bedroom, an open plan living area, modern kitchen with dishwasher and fridge/freezer, combined bathroom/laundry area complete with washer & dryer, and a balcony with views over New Lynn and more.

Please note: This apartment comes with whiteware and does not include car park.

Move in costs are:
4 weeks bond
First weeks rent

Read more",Ankur Mangal : 0274040 642
https://www.barfoot.co.nz/property/rental/waitakere-city/new-lynn/apartment/49000742,"1210/20 Mccrae Way, New Lynn","$590 per week, available now","Semi furnished modern apartment available in the heart of New Lynn

The Property:


2 good sized bedrooms.
1 spacious bathroom.
Large sliding doors and windows allowing natural light.
Good sized balcony with spectacular views.


Features:

Spacious open-plan living & kitchen.
Modern kitchen comes with dishwasher and with plenty of storage.
Washing machine, dryer and fridge are included with the apartment.
High security building - access is via a personal key card and the corridors on every floor have a security camera.
* Apartment includes bed side tables, shoe rack, dining table with chairs, study desk with a chair and one car park.


Location:


Train station and bus terminal are just across the road.
Walking distance to popular restaurants, cosy cafés and Les Mills Gym.
Lynn mall is literally on your doorstep.


Move in Cost:

Rent : $590.00
Bond : $2360.00
Total: $2950.00

Parking will need to be arranged with Auckland Council.

To View:

Please check out our open home schedule or register for a viewing and we will contact you.

For more details, or if you have any questions, please contact Hayley Goding h.goding@barfoot.co.nz or 027 298 5084

Landlords Barfoot & Thompson can also help you to professionally manage your rental property, contact Hayley Goding on 027 298 5084 for more details.

Beware of scams! Barfoot and Thompson do not ask for any money to paid upfront for our properties until after you have viewed by a staff member who will be wearing I.D and travel in a sign-written vehicle and completed our application form. If you are the successful applicant, we will provide you with a tenancy agreement and clear instructions on what money you are required to pay and when. If unsure, please give us a call or pop into our branch and see us in person.

Read more",Hayley Goding : 027298 5084
https://www.barfoot.co.nz/property/rental/waitakere-city/te-atatu-peninsula/house/11005909,"1/63 Taikata Road, Te Atatu Peninsula","$595 per week, available now","Stunning Standalone Townhouse in Te Atatu Peninsula

Step into style, space, and sunshine in this beautifully designed, high-quality townhouse—your new home awaits!

Why You’ll Love Living Here:
-Light-Filled & Standalone:
Enjoy all the benefits of a north-westerly aspect in this frontage, standalone unit—basking in natural light all day long.

-Modern Comforts:
Double glazing, a heat pump, and top-quality appliances ensure year-round comfort. The ultra-stylish brick facade adds head-turning street appeal.

-Spacious & Inviting:
With a generous two-level floor plan, you’ll love the open-plan kitchen, living, and dining area, seamlessly flowing out to a sun-soaked, easy-care courtyard. Perfect for entertaining or relaxing in privacy.

-Sleep Soundly:
Upstairs, discover two privately positioned bedrooms. The master suite boasts its own luxurious ensuite, while the second bedroom is served by a generous family bathroom—ideal for guests or family.

-Location Perfection:
Just a short stroll to Te Atatu Peninsula Park, local bus stops for easy city access, and a vibrant selection of shops, cafes, and restaurants. Everything you need is right at your doorstep!

-Pets Considered on Application!
We welcome your furry companions, just ask us about our pet policy.

This is the lifestyle upgrade you’ve been searching for, fresh, modern, and ready for you to call home.

Contact us today to arrange your exclusive viewing and experience the excitement of Te Atatu Peninsula living!

Total Move In Costs: $3,570.00

Important – Beware of scams:
Barfoot & Thompson will only request payment after an in-person viewing with a staff member (wearing ID and driving a sign-written vehicle). A full, branded tenancy agreement will be provided before any money is collected. If unsure, visit your local branch.

Read more",Anna Mcleod : 027535 6521
https://www.barfoot.co.nz/property/rental/waitakere-city/te-atatu-south/house/11014430,"205A Te Atatu Road, Te Atatu South","$500 per week, available now","Safe and Cosy

If you are looking for 
-One or two bedrooms, a separate lounge which can be converted into second bedroom
-Self contained with separate entry
-Large kitchen with fridge, microwave
-Furnitures in the photos are negotiable
-No worries about the ground maintenance
-Walking distance to Woolworths supermarket
-Easy access to motorway ramps to CBD and Northshore

Then don't miss the chance to make this comfort and convenience property at 205A Te Atatu Rd your future home sweet home, the property is available from 7 March 2026.

Pets considered on request
A pet bond may be required if the landlord consents to one or more pets being kept at the property.

Please book your preferred viewing time via the link provided. https://www.barfoot.co.nz/branches/west-harbour

If no suitable times are available, ensure you register at the bottom of the listing—you will then be automatically notified of any changes, updates, or future viewings.

Beware of scams! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D and travel in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace  

Read more",Sophie Sun : 0273032 789
